db_name,ionized_mass;
PC O-38:6 / PC P-38:5 [M+H]+,792.5902;
PC O-38:7 / PC P-38:6 [M+H]+,790.5745;
PC O-38:8 / PC P-38:7 [M+H]+,788.5589;
PC O-38:9 / PC P-38:8 [M+H]+,786.5432;
PC O-40:0 / PC P-40:-1 [M+H]+,832.7154;
PC O-40:1 / PC P-40:0 [M+H]+,830.6997;
PC O-40:10 / PC P-40:9 [M+H]+,812.5589;
PC O-40:2 / PC P-40:1 [M+H]+,828.6841;
PC O-40:3 / PC P-40:2 [M+H]+,826.6684;
PC O-40:4 / PC P-40:3 [M+H]+,824.6528;
PC O-40:5 / PC P-40:4 [M+H]+,822.6371;
PC O-40:6 / PC P-40:5 [M+H]+,820.6215;
PC O-40:7 / PC P-40:6 [M+H]+,818.6058;
PC O-40:8 / PC P-40:7 [M+H]+,816.5902;
PC O-40:9 / PC P-40:8 [M+H]+,814.5745;
PC O-42:1 / PC P-42:0 [M+H]+,858.7310;
PC O-42:10 / PC P-42:9 [M+H]+,840.5902;
PC O-42:11 / PC P-42:10 [M+H]+,838.5745;
PC O-42:2 / PC P-42:1 [M+H]+,856.7154;
PC O-42:3 / PC P-42:2 [M+H]+,854.6997;
PC O-42:4 / PC P-42:3 [M+H]+,852.6841;
PC O-42:5 / PC P-42:4 [M+H]+,850.6684;
PC O-42:6 / PC P-42:5 [M+H]+,848.6528;
PC O-42:7 / PC P-42:6 [M+H]+,846.6371;
PC O-42:8 / PC P-42:7 [M+H]+,844.6215;
PC O-42:9 / PC P-42:8 [M+H]+,842.6058;
PC O-44:10 / PC P-44:9 [M+H]+,868.6215;
PC O-44:11 / PC P-44:10 [M+H]+,866.6058;
PC O-44:12 / PC P-44:11 [M+H]+,864.5902;
PC O-44:2 / PC P-44:1 [M+H]+,884.7467;
PC O-44:5 / PC P-44:4 [M+H]+,878.6997;
PC O-44:6 / PC P-44:5 [M+H]+,876.6841;
PC O-44:7 / PC P-44:6 [M+H]+,874.6684;
PC O-44:8 / PC P-44:7 [M+H]+,872.6528;
PC O-44:9 / PC P-44:8 [M+H]+,870.6371;
PE 28:0 [M+H]+,636.4599;
PE 28:1 [M+H]+,634.4442;
PE 30:0 [M+H]+,664.4912;
PE 30:1 [M+H]+,662.4755;
PE 30:2 [M+H]+,660.4599;
PE 32:0 [M+H]+,692.5225;
PE 32:1 [M+H]+,690.5068;
PE 32:2 [M+H]+,688.4912;
PE 32:3 [M+H]+,686.4755;
PE 34:0 [M+H]+,720.5538;
PE 34:1 [M+H]+,718.5381;
PE 34:2 [M+H]+,716.5225;
PE 34:3 [M+H]+,714.5068;
PE 34:4 [M+H]+,712.4912;
PE 36:0 [M+H]+,748.5851;
PE 36:1 [M+H]+,746.5694;
PE 36:2 [M+H]+,744.5538;
PE 36:3 [M+H]+,742.5381;
PE 36:4 [M+H]+,740.5225;
PE 36:5 [M+H]+,738.5068;
PE 36:6 [M+H]+,736.4912;
PE 38:0 [M+H]+,776.6164;
PE 38:1 [M+H]+,774.6007;
PE 38:2 [M+H]+,772.5851;
PE 38:3 [M+H]+,770.5694;
PE 38:4 [M+H]+,768.5538;
PE 38:5 [M+H]+,766.5381;
PE 38:6 [M+H]+,764.5225;
PE 38:7 [M+H]+,762.5068;
PE 38:8 [M+H]+,760.4912;
PE 40:0 [M+H]+,804.6477;
PE 40:1 [M+H]+,802.6320;
PE 40:10 [M+H]+,784.4912;
PE 40:2 [M+H]+,800.6164;
PE 40:3 [M+H]+,798.6007;
PE 40:4 [M+H]+,796.5851;
PE 40:5 [M+H]+,794.5694;
PE 40:6 [M+H]+,792.5538;
PE 40:7 [M+H]+,790.5381;
PE 40:8 [M+H]+,788.5225;
PE 40:9 [M+H]+,786.5068;
PE 42:1 [M+H]+,830.6633;
PE 42:10 [M+H]+,812.5225;
PE 42:11 [M+H]+,810.5068;
PE 42:2 [M+H]+,828.6477;
PE 42:3 [M+H]+,826.6320;
PE 42:4 [M+H]+,824.6164;
PE 42:5 [M+H]+,822.6007;
PE 42:6 [M+H]+,820.5851;
PE 42:7 [M+H]+,818.5694;
PE 42:8 [M+H]+,816.5538;
PE 42:9 [M+H]+,814.5381;
PE 44:10 [M+H]+,840.5538;
PE 44:11 [M+H]+,838.5381;
PE 44:12 [M+H]+,836.5225;
PE 44:2 [M+H]+,856.6790;
PE 44:5 [M+H]+,850.6320;
PE 44:6 [M+H]+,848.6164;
PE 44:7 [M+H]+,846.6007;
PE 44:8 [M+H]+,844.5851;
PE 44:9 [M+H]+,842.5694;
PE O-28:0 / PE P-28:-1 [M+H]+,622.4806;
PE O-28:1 / PE P-28:0 [M+H]+,620.4650;
PE O-28:2 / PE P-28:1 [M+H]+,618.4493;
PE O-30:0 / PE P-30:-1 [M+H]+,650.5119;
PE O-30:1 / PE P-30:0 [M+H]+,648.4963;
PE O-30:2 / PE P-30:1 [M+H]+,646.4806;
PE O-32:0 / PE P-32:-1 [M+H]+,678.5432;
PE O-32:1 / PE P-32:0 [M+H]+,676.5276;
PE O-32:2 / PE P-32:1 [M+H]+,674.5119;
PE O-32:3 / PE P-32:2 [M+H]+,672.4963;
PE O-34:0 / PE P-34:-1 [M+H]+,706.5745;
PE O-34:1 / PE P-34:0 [M+H]+,704.5589;
PE O-34:2 / PE P-34:1 [M+H]+,702.5432;
PE O-34:3 / PE P-34:2 [M+H]+,700.5276;
PE O-34:4 / PE P-34:3 [M+H]+,698.5119;
PE O-36:0 / PE P-36:-1 [M+H]+,734.6058;
PE O-36:1 / PE P-36:0 [M+H]+,732.5902;
PE O-36:2 / PE P-36:1 [M+H]+,730.5745;
PE O-36:3 / PE P-36:2 [M+H]+,728.5589;
PE O-36:4 / PE P-36:3 [M+H]+,726.5432;
PE O-36:5 / PE P-36:4 [M+H]+,724.5276;
PE O-36:6 / PE P-36:5 [M+H]+,722.5119;
PE O-38:0 / PE P-38:-1 [M+H]+,762.6371;
PE O-38:1 / PE P-38:0 [M+H]+,760.6215;
PE O-38:2 / PE P-38:1 [M+H]+,758.6058;
PE O-38:3 / PE P-38:2 [M+H]+,756.5902;
PE O-38:4 / PE P-38:3 [M+H]+,754.5745;
PE O-38:5 / PE P-38:4 [M+H]+,752.5589;
PE O-38:6 / PE P-38:5 [M+H]+,750.5432;
PE O-38:7 / PE P-38:6 [M+H]+,748.5276;
PE O-38:8 / PE P-38:7 [M+H]+,746.5119;
PE O-40:0 / PE P-40:-1 [M+H]+,790.6684;
PE O-40:1 / PE P-40:0 [M+H]+,788.6528;
PE O-40:10 / PE P-40:9 [M+H]+,770.5119;
PE O-40:2 / PE P-40:1 [M+H]+,786.6371;
PE O-40:3 / PE P-40:2 [M+H]+,784.6215;
PE O-40:4 / PE P-40:3 [M+H]+,782.6058;
PE O-40:5 / PE P-40:4 [M+H]+,780.5902;
PE O-40:6 / PE P-40:5 [M+H]+,778.5745;
PE O-40:7 / PE P-40:6 [M+H]+,776.5589;
PE O-40:8 / PE P-40:7 [M+H]+,774.5432;
PE O-40:9 / PE P-40:8 [M+H]+,772.5276;
PE O-42:1 / PE P-42:0 [M+H]+,816.6841;
PE O-42:10 / PE P-42:9 [M+H]+,798.5432;
PE O-42:11 / PE P-42:10 [M+H]+,796.5276;
PE O-42:2 / PE P-42:1 [M+H]+,814.6684;
PE O-42:3 / PE P-42:2 [M+H]+,812.6528;
PE O-42:4 / PE P-42:3 [M+H]+,810.6371;
PE O-42:5 / PE P-42:4 [M+H]+,808.6215;
PE O-42:6 / PE P-42:5 [M+H]+,806.6058;
PE O-42:7 / PE P-42:6 [M+H]+,804.5902;
PE O-42:8 / PE P-42:7 [M+H]+,802.5745;
PE O-42:9 / PE P-42:8 [M+H]+,800.5589;
PE O-44:10 / PE P-44:9 [M+H]+,826.5745;
PE O-44:11 / PE P-44:10 [M+H]+,824.5589;
PE O-44:12 / PE P-44:11 [M+H]+,822.5432;
PE O-44:2 / PE P-44:1 [M+H]+,842.6997;
PE O-44:5 / PE P-44:4 [M+H]+,836.6528;
PE O-44:6 / PE P-44:5 [M+H]+,834.6371;
PE O-44:7 / PE P-44:6 [M+H]+,832.6215;
PE O-44:8 / PE P-44:7 [M+H]+,830.6058;
PE O-44:9 / PE P-44:8 [M+H]+,828.5902;
PG 28:0 [M+H]+,667.4545;
PG 28:1 [M+H]+,665.4388;
PG 28:2 [M+H]+,663.4232;
PG 30:0 [M+H]+,695.4858;
PG 30:1 [M+H]+,693.4701;
PG 30:2 [M+H]+,691.4545;
PG 32:0 [M+H]+,723.5171;
PG 32:1 [M+H]+,721.5014;
PG 32:2 [M+H]+,719.4858;
PG 32:3 [M+H]+,717.4701;
PG 34:0 [M+H]+,751.5484;
PG 34:1 [M+H]+,749.5327;
PG 34:2 [M+H]+,747.5171;
PG 34:3 [M+H]+,745.5014;
PG 34:4 [M+H]+,743.4858;
PG 36:0 [M+H]+,779.5797;
PG 36:1 [M+H]+,777.5640;
PG 36:2 [M+H]+,775.5484;
PG 36:3 [M+H]+,773.5327;
PG 36:4 [M+H]+,771.5171;
PG 36:5 [M+H]+,769.5014;
PG 36:6 [M+H]+,767.4858;
PG 38:0 [M+H]+,807.6110;
PG 38:1 [M+H]+,805.5953;
PG 38:2 [M+H]+,803.5797;
PG 38:3 [M+H]+,801.5640;
PG 38:4 [M+H]+,799.5484;
PG 38:5 [M+H]+,797.5327;
PG 38:6 [M+H]+,795.5171;
PG 38:7 [M+H]+,793.5014;
PG 38:8 [M+H]+,791.4858;
PG 40:0 [M+H]+,835.6423;
PG 40:1 [M+H]+,833.6266;
PG 40:10 [M+H]+,815.4858;
PG 40:2 [M+H]+,831.6110;
PG 40:3 [M+H]+,829.5953;
PG 40:4 [M+H]+,827.5797;
PG 40:5 [M+H]+,825.5640;
PG 40:6 [M+H]+,823.5484;
PG 40:7 [M+H]+,821.5327;
PG 40:8 [M+H]+,819.5171;
PG 40:9 [M+H]+,817.5014;
PG 42:1 [M+H]+,861.6579;
PG 42:10 [M+H]+,843.5171;
PG 42:11 [M+H]+,841.5014;
PG 42:2 [M+H]+,859.6423;
PG 42:3 [M+H]+,857.6266;
PG 42:4 [M+H]+,855.6110;
PG 42:5 [M+H]+,853.5953;
PG 42:6 [M+H]+,851.5797;
PG 42:7 [M+H]+,849.5640;
PG 42:8 [M+H]+,847.5484;
PG 42:9 [M+H]+,845.5327;
PG 44:10 [M+H]+,871.5484;
PG 44:11 [M+H]+,869.5327;
PG 44:12 [M+H]+,867.5171;
PG 44:2 [M+H]+,887.6736;
PG 44:5 [M+H]+,881.6266;
PG 44:6 [M+H]+,879.6110;
PG 44:7 [M+H]+,877.5953;
PG 44:8 [M+H]+,875.5797;
PG 44:9 [M+H]+,873.5640;
PI 28:0 [M+H]+,755.4705;
PI 28:1 [M+H]+,753.4549;
PI 30:0 [M+H]+,783.5018;
PI 30:1 [M+H]+,781.4862;
PI 30:2 [M+H]+,779.4705;
PI 32:0 [M+H]+,811.5331;
PI 32:1 [M+H]+,809.5175;
PI 32:2 [M+H]+,807.5018;
PI 32:3 [M+H]+,805.4862;
PI 34:0 [M+H]+,839.5644;
PI 34:1 [M+H]+,837.5488;
PI 34:2 [M+H]+,835.5331;
PI 34:3 [M+H]+,833.5175;
PI 34:4 [M+H]+,831.5018;
PI 36:0 [M+H]+,867.5957;
PI 36:1 [M+H]+,865.5801;
PI 36:2 [M+H]+,863.5644;
PI 36:3 [M+H]+,861.5488;
PI 36:4 [M+H]+,859.5331;
PI 36:5 [M+H]+,857.5175;
PI 36:6 [M+H]+,855.5018;
PI 38:0 [M+H]+,895.6270;
PI 38:1 [M+H]+,893.6114;
PI 38:2 [M+H]+,891.5957;
PI 38:3 [M+H]+,889.5801;
PI 38:4 [M+H]+,887.5644;
PI 38:5 [M+H]+,885.5488;
PI 38:6 [M+H]+,883.5331;
PI 38:7 [M+H]+,881.5175;
PI 38:8 [M+H]+,879.5018;
PI 40:0 [M+H]+,923.6583;
PI 40:1 [M+H]+,921.6427;
PI 40:10 [M+H]+,903.5018;
PI 40:2 [M+H]+,919.6270;
PI 40:3 [M+H]+,917.6114;
PI 40:4 [M+H]+,915.5957;
PI 40:5 [M+H]+,913.5801;
PI 40:6 [M+H]+,911.5644;
PI 40:7 [M+H]+,909.5488;
PI 40:8 [M+H]+,907.5331;
PI 40:9 [M+H]+,905.5175;
PI 42:1 [M+H]+,949.6740;
PI 42:10 [M+H]+,931.5331;
PI 42:11 [M+H]+,929.5175;
PI 42:2 [M+H]+,947.6583;
PI 42:3 [M+H]+,945.6427;
PI 42:4 [M+H]+,943.6270;
PI 42:5 [M+H]+,941.6114;
PI 42:6 [M+H]+,939.5957;
PI 42:7 [M+H]+,937.5801;
PI 42:8 [M+H]+,935.5644;
PI 42:9 [M+H]+,933.5488;
PI 44:10 [M+H]+,959.5644;
PI 44:11 [M+H]+,957.5488;
PI 44:12 [M+H]+,955.5331;
PI 44:2 [M+H]+,975.6896;
PI 44:5 [M+H]+,969.6427;
PI 44:6 [M+H]+,967.6270;
PI 44:7 [M+H]+,965.6114;
PI 44:8 [M+H]+,963.5957;
PI 44:9 [M+H]+,961.5801;
SM 32:1;O2 [M+H]+,675.5436
SM 32:2;O2 [M+H]+,673.5279
SM 33:1;O2 [M+H]+,689.5592
SM 34:1;O2 [M+H]+,703.5749
SM 34:2;O2 [M+H]+,701.5592
SM 35:1;O2 [M+H]+,717.5905
SM 36:1;O2 [M+H]+,731.6062
SM 36:2;O2 [M+H]+,729.5905
SM 36:3;O2 [M+H]+,727.5749
SM 38:1;O2 [M+H]+,759.6375
SM 38:2;O2 [M+H]+,757.6218
SM 38:3;O2 [M+H]+,755.6062
SM 39:1;O2 [M+H]+,773.6531
SM 40:1;O2 [M+H]+,787.6688
SM 40:2;O2 [M+H]+,785.6531
SM 40:3;O2 [M+H]+,783.6375
SM 41:1;O2 [M+H]+,801.6844
SM 41:2;O2 [M+H]+,799.6688
SM 42:1;O2 [M+H]+,815.7001
SM 42:2;O2 [M+H]+,813.6844
SM 42:3;O2 [M+H]+,811.6688
SM 42:4;O2 [M+H]+,809.6531
SM 43:1;O2 [M+H]+,829.7157
SM 43:2;O2 [M+H]+,827.7001
SM 43:3;O2 [M+H]+,825.6844
SM 44:1;O2 [M+H]+,843.7314
SM 44:2;O2 [M+H]+,841.7157
SM 44:3;O2 [M+H]+,839.7001
SM 44:4;O2 [M+H]+,837.6844
Vitamin E [M.]+,430.3805;
